,activation,batch_size,features,input_keep_prob,layers_units,learning_rate,name,num_epochs,optimizer,output_keep_prob,patience,rnn_unit_type,sliding_decoder,sliding_encoder,state_keep_prob,variational_recurrent
1126,sigmoid,16,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,18,0.8,True
1127,tanh,32,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.8,True
1128,sigmoid,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,24,0.95,True
1129,sigmoid,16,['meanCPUUsage'],0.8,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,18,0.95,True
1130,sigmoid,32,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,30,0.8,True
1131,tanh,16,['meanCPUUsage'],0.8,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,18,0.95,True
1132,sigmoid,16,['meanCPUUsage'],0.8,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.95,True
1133,tanh,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.8,True
1134,sigmoid,16,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.8,True
1135,sigmoid,16,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.95,True
1136,tanh,32,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,24,0.95,True
1137,sigmoid,16,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.8,True
1138,tanh,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,30,0.95,True
1139,sigmoid,16,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,24,0.95,True
1140,tanh,32,['meanCPUUsage'],0.8,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,18,0.8,True
1141,sigmoid,16,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,30,0.95,True
1142,sigmoid,32,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,24,0.8,True
1143,sigmoid,16,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,24,0.8,True
1144,sigmoid,32,['meanCPUUsage'],0.8,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,18,0.8,True
1145,tanh,32,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,30,0.8,True
1146,tanh,32,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.8,True
1147,sigmoid,32,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.8,True
1148,tanh,32,['meanCPUUsage'],0.95,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,18,0.95,True
1149,tanh,16,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,18,0.8,True
1150,sigmoid,32,['meanCPUUsage'],0.8,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,24,0.8,True
1151,tanh,16,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.95,True
1152,sigmoid,16,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,24,0.8,True
1153,tanh,32,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,30,0.8,True
1154,sigmoid,16,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.95,True
1155,sigmoid,32,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,30,0.95,True
1156,sigmoid,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,30,0.8,True
1157,tanh,32,['meanCPUUsage'],0.8,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,30,0.95,True
1158,sigmoid,32,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,30,0.95,True
1159,tanh,16,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,30,0.8,True
1160,tanh,16,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,30,0.95,True
1161,sigmoid,16,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,30,0.95,True
1162,tanh,32,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,30,0.8,True
1163,tanh,32,['meanCPUUsage'],0.8,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,24,0.8,True
1164,sigmoid,32,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,24,0.95,True
1165,sigmoid,16,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,30,0.95,True
1166,tanh,32,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,18,0.8,True
1167,tanh,32,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,30,0.8,True
1168,tanh,16,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,18,0.8,True
1169,sigmoid,16,['meanCPUUsage'],0.8,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,30,0.8,True
1170,sigmoid,32,['meanCPUUsage'],0.8,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,18,0.95,True
1171,tanh,16,['meanCPUUsage'],0.8,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,24,0.95,True
1172,tanh,16,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,24,0.8,True
1173,tanh,16,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,30,0.8,True
1174,tanh,16,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,30,0.8,True
1175,sigmoid,16,['meanCPUUsage'],0.8,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.95,True
1176,sigmoid,16,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,30,0.95,True
1177,sigmoid,16,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,30,0.8,True
1178,sigmoid,32,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,30,0.95,True
1179,tanh,32,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.95,True
1180,tanh,32,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.8,True
1181,sigmoid,16,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,30,0.8,True
1182,tanh,32,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.8,True
1183,sigmoid,32,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,30,0.95,True
1184,sigmoid,16,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,18,0.95,True
1185,tanh,16,['meanCPUUsage'],0.8,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,18,0.95,True
1186,sigmoid,32,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,30,0.95,True
1187,tanh,32,['meanCPUUsage'],0.8,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,30,0.95,True
1188,sigmoid,16,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,24,0.8,True
1189,sigmoid,16,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,24,0.8,True
1190,sigmoid,16,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.95,True
1191,tanh,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,24,0.95,True
1192,tanh,32,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.8,True
1193,sigmoid,32,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,24,0.95,True
1194,tanh,16,['meanCPUUsage'],0.95,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,18,0.8,True
1195,sigmoid,16,['meanCPUUsage'],0.95,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,30,0.95,True
1196,tanh,32,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,18,0.95,True
1197,sigmoid,32,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,30,0.8,True
1198,tanh,16,['meanCPUUsage'],0.8,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.95,True
1199,sigmoid,32,['meanCPUUsage'],0.8,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,18,0.95,True
1200,sigmoid,32,['meanCPUUsage'],0.95,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,18,0.8,True
1201,tanh,16,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,18,0.8,True
1202,tanh,32,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.95,True
1203,sigmoid,32,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.95,True
1204,tanh,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,24,0.8,True
1205,tanh,16,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,24,0.95,True
1206,sigmoid,32,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,24,0.8,True
1207,sigmoid,16,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,24,0.95,True
1208,sigmoid,32,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.95,True
1209,tanh,16,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,24,0.95,True
1210,tanh,16,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,24,0.8,True
1211,sigmoid,32,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,30,0.8,True
1212,sigmoid,32,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,24,0.8,True
1213,sigmoid,16,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,24,0.8,True
1214,tanh,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.95,True
1215,sigmoid,32,['meanCPUUsage'],0.8,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,24,0.95,True
1216,sigmoid,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.95,True
1217,tanh,16,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,24,0.8,True
1218,sigmoid,32,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.8,True
1219,tanh,32,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,18,0.95,True
1220,tanh,16,['meanCPUUsage'],0.8,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,24,0.95,True
1221,tanh,32,['meanCPUUsage'],0.8,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,24,0.8,True
1222,tanh,16,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,24,0.95,True
1223,tanh,16,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,18,0.95,True
1224,tanh,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,24,0.8,True
1225,sigmoid,32,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,24,0.8,True
1226,tanh,16,['meanCPUUsage'],0.8,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,30,0.95,True
1227,sigmoid,16,['meanCPUUsage'],0.8,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,24,0.95,True
1228,tanh,32,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,24,0.8,True
1229,tanh,32,['meanCPUUsage'],0.8,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,30,0.8,True
1230,tanh,16,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.8,True
1231,tanh,32,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,30,0.8,True
1232,sigmoid,16,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,30,0.8,True
1233,sigmoid,32,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,24,0.8,True
1234,sigmoid,32,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,30,0.95,True
1235,sigmoid,32,['meanCPUUsage'],0.8,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,30,0.95,True
1236,sigmoid,32,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,2,24,0.8,True
1237,sigmoid,32,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,30,0.8,True
1238,sigmoid,16,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,18,0.8,True
1239,sigmoid,32,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,30,0.95,True
1240,tanh,16,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,24,0.95,True
1241,tanh,16,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,18,0.95,True
1242,tanh,32,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,18,0.95,True
1243,sigmoid,16,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,18,0.8,True
1244,sigmoid,16,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,18,0.95,True
1245,sigmoid,16,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,30,0.8,True
1246,sigmoid,32,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,30,0.95,True
1247,tanh,32,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.8,True
1248,sigmoid,32,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,24,0.95,True
1249,sigmoid,16,['meanCPUUsage'],0.8,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,18,0.8,True
1250,sigmoid,16,['meanCPUUsage'],0.8,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,30,0.8,True
1251,tanh,16,['meanCPUUsage'],0.8,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,30,0.95,True
1252,tanh,32,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,24,0.95,True
1253,tanh,32,['meanCPUUsage'],0.8,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,6,24,0.95,True
1254,sigmoid,16,['meanCPUUsage'],0.8,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,30,0.95,True
1255,tanh,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,30,0.8,True
1256,sigmoid,32,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,30,0.95,True
1257,tanh,16,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,24,0.8,True
1258,sigmoid,32,['meanCPUUsage'],0.95,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,24,0.8,True
1259,sigmoid,16,['meanCPUUsage'],0.8,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,18,0.8,True
1260,tanh,32,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,30,0.95,True
1261,tanh,32,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,2,24,0.8,True
1262,sigmoid,32,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.8,True
1263,sigmoid,32,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,24,0.8,True
1264,sigmoid,16,['meanCPUUsage'],0.95,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,30,0.95,True
1265,tanh,32,['meanCPUUsage'],0.8,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,30,0.8,True
1266,sigmoid,32,['meanCPUUsage'],0.8,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.8,True
1267,tanh,16,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.8,True
1268,sigmoid,16,['meanCPUUsage'],0.95,"[32, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,18,0.8,True
1269,tanh,16,['meanCPUUsage'],0.95,"[16, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.8,True
1270,sigmoid,16,['meanCPUUsage'],0.8,[16],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,24,0.95,True
1271,sigmoid,16,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,2,30,0.8,True
1272,tanh,32,['meanCPUUsage'],0.95,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.8,True
1273,sigmoid,32,['meanCPUUsage'],0.95,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,24,0.95,True
1274,sigmoid,16,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,18,0.8,True
1275,tanh,16,['meanCPUUsage'],0.8,[32],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,18,0.95,True
1276,tanh,16,['meanCPUUsage'],0.95,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,4,24,0.95,True
1277,sigmoid,32,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,30,0.8,True
1278,tanh,16,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,24,0.95,True
1279,sigmoid,16,['meanCPUUsage'],0.8,"[32, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,4,24,0.95,True
1280,tanh,16,['meanCPUUsage'],0.8,"[32, 8]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,4,18,0.8,True
1281,sigmoid,16,['meanCPUUsage'],0.95,[32],0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,6,18,0.95,True
1282,tanh,32,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.95,True
1283,sigmoid,32,['meanCPUUsage'],0.8,[16],0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,18,0.95,True
1284,tanh,16,['meanCPUUsage'],0.95,"[16, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.8,True
1285,sigmoid,32,['meanCPUUsage'],0.95,"[32, 8]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.95,20,lstm,2,18,0.95,True
1286,tanh,32,['meanCPUUsage'],0.95,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.8,20,lstm,6,24,0.8,True
1287,sigmoid,32,['meanCPUUsage'],0.8,"[8, 4]",0.005,data_resource_usage_5Minutes_6176858948.csv,2000,rmsprop,0.8,20,lstm,4,18,0.95,True
1288,sigmoid,16,['meanCPUUsage'],0.8,"[8, 4]",0.001,data_resource_usage_5Minutes_6176858948.csv,2000,adam,0.95,20,lstm,6,30,0.95,True
