0,0.207799,0.252524
0,0.343953,0.529316
0,0.441035,0.614649
0,0.370714,0.556339
0,0.318179,0.499951
1,0.364630,0.525978
1,0.357742,0.522457
1,0.347641,0.523338
1,0.369576,0.558212
1,0.390718,0.583687
1,0.426168,0.602046
