6,0.352960,0.511869
11,0.380696,0.513971
7,0.426723,0.555859
3,0.467705,0.590776
8,0.326022,0.492592
9,0.317143,0.487951
5,0.298566,0.474615
14,0.375449,0.542135
2,0.369417,0.533577
12,0.390085,0.552308
4,0.317648,0.492696
13,0.338181,0.496066
19,0.383857,0.520037
10,0.527400,0.643948
1,0.318838,0.512853
15,0.374657,0.533398
0,0.514152,0.638748
20,0.815557,0.887414
21,0.308719,0.475303
25,0.360745,0.502652
26,0.377099,0.520789
30,0.447891,0.566071
28,0.331951,0.529641
17,0.369661,0.588060
22,0.519044,0.636268
35,0.337432,0.490877
36,0.387052,0.522482
23,0.396486,0.558507
29,0.316650,0.490550
16,0.319420,0.493705
18,0.367534,0.530370
31,0.459429,0.602355
41,0.330291,0.507399
32,0.314553,0.521479
33,0.360227,0.542370
27,0.329780,0.517634
48,0.370182,0.512610
49,0.322896,0.484224
44,0.400557,0.527361
39,0.313342,0.489331
46,0.439605,0.596214
40,0.369083,0.545039
45,0.326501,0.506059
51,0.307182,0.496289
42,0.475099,0.619774
37,0.440134,0.575911
47,0.366244,0.516363
43,0.373142,0.539267
53,0.478632,0.597616
59,0.481723,0.594708
55,0.392402,0.562382
57,0.331598,0.505897
58,0.331506,0.491916
63,0.337267,0.492485
61,0.376280,0.523270
52,0.359407,0.511790
50,0.366567,0.543474
38,0.481432,0.616461
24,0.348429,0.517042
62,0.517543,0.624428
60,0.324751,0.532866
56,0.442232,0.610344
34,0.401587,0.562656
54,0.345710,0.525864
66,0.361021,0.506196
72,0.309642,0.480135
79,0.345881,0.508224
77,0.314335,0.495514
68,0.329327,0.507781
70,0.323828,0.485285
71,0.357014,0.525546
76,0.339244,0.494112
65,0.435707,0.562085
80,0.339429,0.490841
64,0.331488,0.510110
81,0.318786,0.503058
67,0.381425,0.545981
74,0.357112,0.517053
86,0.351686,0.501763
87,0.311713,0.482542
89,0.317204,0.478705
78,0.389682,0.547159
75,0.365472,0.530497
92,0.390484,0.527645
82,0.348440,0.522460
85,0.340741,0.516696
91,0.355241,0.522784
93,0.358407,0.516844
90,0.463373,0.604068
84,0.338527,0.521382
98,0.323326,0.484934
97,0.387664,0.559902
95,0.351067,0.513413
102,0.454867,0.583719
100,0.437385,0.569342
103,0.426743,0.578012
69,0.455253,0.581844
96,0.416900,0.580489
94,0.321913,0.509910
110,0.361045,0.506130
99,0.330949,0.515624
107,0.322301,0.485968
83,0.340301,0.539554
108,0.387251,0.548144
114,0.336720,0.496700
101,0.440935,0.578459
113,0.359982,0.503533
106,0.343443,0.508653
73,0.346675,0.496778
109,0.387718,0.591316
105,0.392242,0.545603
118,0.358497,0.499657
112,0.347991,0.533105
126,0.325892,0.480822
121,0.331256,0.497491
122,0.584152,0.694768
119,0.351075,0.535233
124,0.422450,0.564828
111,0.605669,0.728978
127,0.322308,0.484478
120,0.370765,0.518798
115,0.365557,0.525466
125,0.342606,0.514107
88,0.316231,0.493561
123,0.342869,0.513522
117,0.397393,0.560029
104,0.306733,0.484131
116,0.301569,0.484593
136,0.315101,0.500106
143,0.329564,0.498602
134,0.326808,0.490507
135,0.367709,0.510344
142,0.377926,0.514401
129,0.355943,0.507257
130,0.305076,0.474716
131,0.395061,0.567855
133,0.434688,0.565176
128,0.387730,0.542407
141,0.319988,0.502612
140,0.368949,0.526131
132,0.342153,0.499561
137,0.347343,0.523984
138,0.414357,0.566483
153,0.339562,0.495506
151,0.432548,0.576535
148,0.428635,0.576458
146,0.379321,0.520604
155,0.400560,0.548588
152,0.362871,0.508171
144,0.467974,0.608227
154,0.315225,0.498121
160,0.332687,0.499761
139,0.350220,0.512700
157,0.333576,0.520066
149,0.406781,0.542177
161,0.380519,0.555267
165,0.404618,0.535505
156,0.573769,0.677140
159,0.447579,0.586221
158,0.323047,0.494152
164,0.392077,0.553859
163,0.378009,0.558011
171,0.358392,0.517707
166,0.394729,0.553142
162,0.340467,0.521592
176,0.325085,0.492033
168,0.862556,0.946739
150,0.395579,0.540977
174,0.379835,0.528149
172,0.578791,0.671561
180,0.316208,0.499580
175,0.327394,0.499722
169,0.533434,0.668915
170,0.389148,0.539862
181,0.321194,0.485717
178,0.332909,0.523278
184,0.338558,0.498251
183,0.370878,0.522457
179,0.313295,0.481742
147,0.353680,0.527279
173,0.366447,0.517359
177,0.357354,0.521769
187,0.299446,0.482897
145,0.333501,0.486659
188,0.385582,0.520788
182,0.513779,0.639597
189,0.353328,0.517552
167,0.330241,0.511425
185,0.366716,0.528157
191,0.568563,0.685155
190,0.326402,0.510060
186,0.307325,0.488870
