5,0.435691,0.561032
8,1.088756,1.152223
2,0.405113,0.534156
11,0.461726,0.630831
19,0.354291,0.500882
20,0.335086,0.506106
21,0.338488,0.517315
22,0.353072,0.537487
6,0.317396,0.504768
23,0.338441,0.532727
17,0.596594,0.717478
25,0.335572,0.490668
18,0.306157,0.470753
26,0.579775,0.676800
12,0.581899,0.687619
28,0.392593,0.570838
30,0.892024,1.004086
24,0.335438,0.485892
31,0.304434,0.474352
32,0.743999,0.870532
33,0.427627,0.560402
29,0.309962,0.472985
1,0.337871,0.506212
35,0.406580,0.536165
34,0.310864,0.476268
37,0.488186,0.620855
36,1.095333,1.187522
42,0.298128,0.471037
43,0.333311,0.498287
41,0.364693,0.508557
44,0.341250,0.495394
45,0.483954,0.605465
47,0.383553,0.524927
46,0.459087,0.583291
0,0.312241,0.493668
49,0.376319,0.525837
48,0.817156,0.897412
52,0.723171,0.816109
13,0.543677,0.647823
54,0.504891,0.619571
10,0.420062,0.564306
55,0.385338,0.519127
57,0.662730,0.761766
14,0.569525,0.676380
9,0.359388,0.505216
58,0.418555,0.546505
3,0.469321,0.595846
62,0.409261,0.539339
61,0.393461,0.540560
59,0.631324,0.771089
7,0.481784,0.645435
15,0.334612,0.520053
4,0.369796,0.513845
16,0.440557,0.595965
53,0.293414,0.485320
27,0.364789,0.507711
50,0.295729,0.482351
40,0.357223,0.500281
51,0.294593,0.468433
38,0.606159,0.694168
56,0.384460,0.524685
39,0.305415,0.488431
60,0.417573,0.547857
63,0.291515,0.488581
68,0.502537,0.612487
70,0.790566,0.908164
80,0.654712,0.752098
66,0.686751,0.784633
74,0.981701,1.085462
78,0.350678,0.510947
69,1.030657,1.127431
82,0.383969,0.538977
76,0.324245,0.484984
75,0.312778,0.494424
77,0.442935,0.562788
65,0.491043,0.602321
84,0.706785,0.788488
87,0.299220,0.470699
71,0.300588,0.470218
90,0.338085,0.492085
67,0.567752,0.692557
89,0.452612,0.584489
88,0.489659,0.614583
94,0.520954,0.636403
98,0.667471,0.769655
95,0.380614,0.537905
86,0.385564,0.521006
91,0.474953,0.595933
97,0.390926,0.586143
104,0.448112,0.566437
102,0.360146,0.506493
100,0.316680,0.475365
101,0.324488,0.486821
108,0.440219,0.563243
105,0.451978,0.587445
107,0.452960,0.578034
109,0.568314,0.681812
110,0.387410,0.522684
103,0.379022,0.561451
112,0.515125,0.614102
113,0.325728,0.484672
111,0.378799,0.511446
114,0.293261,0.467849
116,0.898393,1.007428
119,0.389235,0.544622
117,0.343592,0.542857
115,0.493824,0.616580
122,0.944295,1.019789
121,0.359744,0.503829
85,0.305529,0.483713
123,0.309889,0.472242
124,0.354927,0.540415
126,0.404469,0.531927
120,0.332300,0.519420
125,0.420268,0.546979
99,0.319082,0.503961
79,0.408048,0.559599
92,0.642245,0.757656
127,0.442480,0.565366
72,0.474943,0.596695
106,0.553915,0.685926
81,0.439608,0.592903
83,0.310212,0.514232
73,0.377208,0.523524
93,0.310620,0.504701
64,0.355953,0.530045
96,0.291690,0.477082
118,0.348148,0.510153
136,0.968845,1.041842
133,0.351516,0.497389
129,0.420725,0.550312
128,0.341612,0.523973
140,0.623561,0.734948
134,0.393121,0.546234
141,0.643571,0.745355
148,0.342481,0.499581
143,0.407867,0.539575
151,0.333688,0.490623
149,0.299579,0.471241
135,0.375495,0.511418
139,0.361890,0.503113
154,0.412831,0.548546
132,0.449886,0.569607
150,0.435398,0.558621
156,0.432259,0.568937
142,0.295020,0.466258
159,0.826121,0.913955
155,0.301650,0.470550
145,0.305815,0.471859
153,0.310268,0.472266
157,0.376331,0.513047
130,0.307620,0.470596
163,0.486301,0.597748
164,0.944885,1.048862
160,0.892344,1.002859
169,0.382008,0.520386
170,0.299905,0.468254
172,0.358864,0.505032
161,0.322078,0.506130
173,0.986872,1.058468
174,0.408378,0.536690
176,0.808723,0.887654
137,0.343281,0.494454
177,0.383967,0.568557
178,0.293208,0.476068
180,0.415421,0.543259
179,0.398251,0.527728
162,0.371547,0.509918
181,0.359718,0.533959
182,0.436425,0.559283
183,0.369371,0.507568
184,0.405639,0.533944
185,0.403505,0.534820
187,0.409071,0.537713
144,0.332830,0.498719
152,0.300258,0.490966
189,0.347725,0.533332
188,0.354256,0.502689
191,0.307984,0.487883
190,0.435293,0.566568
131,0.410287,0.548268
171,0.291499,0.465781
165,0.355864,0.502662
168,0.574778,0.688156
167,0.511777,0.650264
158,0.533168,0.647165
186,0.327213,0.482614
175,0.605253,0.703962
138,0.296876,0.482439
146,0.320030,0.507132
147,0.296811,0.480308
166,0.524135,0.655441
200,0.363917,0.509399
205,0.371150,0.515105
204,0.749127,0.834223
202,0.640121,0.735904
201,0.303624,0.474195
194,0.380446,0.518100
199,0.583325,0.685613
198,0.381253,0.563819
214,0.521080,0.627808
192,0.720534,0.807931
212,0.450834,0.591681
